 TOTAL,AMOUNT,DATE,DATE OF EVENT,DESCRIPTION,DISCOUNT,DONATION,ESTIMATE TOTAL,ESTIMATED HOURS,ESTIMATED TOTAL,HOURS,HOURS/UNITS,OCCURANCE,SUBTOTAL,TOTAL,rate,sheet
,50,,2011-09-18,Set Up & Reset,,,,,,,2.5,,125,125,Part Member Weekend Rate - Multi Room Discount,715006 BeThePeace
,35,,2011-09-18,IHO Staffing,,,,,,,7.5,,262.5,262.5,Part Member Weekend Rate - Multi Room Discount,715006 BeThePeace
,250,,2011-09-18,Standard Janitorial/Waste Removal Fee,,,,,,,Flat Fee,,250,250,Part Member Weekend Rate - Multi Room Discount,715006 BeThePeace
,,,2011-09-18,Additional Services As Needed,,,,,,,,,,,Part Member Weekend Rate - Multi Room Discount,715006 BeThePeace
,40,,2011-09-18,Speciality A/V Sound Technician,,,,,,,7,,280,280,Part Member Weekend Rate - Multi Room Discount,715006 BeThePeace
,,,2011-09-18,Coffee Service,,,,,,,,,,,Part Member Weekend Rate - Multi Room Discount,715006 BeThePeace
,,,2011-09-18,Compostable Dishware & Silverware,,,,,,,,,,,Part Member Weekend Rate - Multi Room Discount,715006 BeThePeace
,,,2011-09-18,Security (Outsourced upon request),,,,,,,,,,,Part Member Weekend Rate - Multi Room Discount,715006 BeThePeace
,,,2011-09-18,Total,,,,,,,,,2192.5,1873.75,Part Member Weekend Rate - Multi Room Discount,715006 BeThePeace
,295,2014-09-17,,On Broadway,,,,,,3.5,,,,1032.5,Non Member Weekday Rate,2059 Commonwealthclub
,195,2014-09-17,,Atrium,,,,,,3.5,,,,682.5,Non Member Weekday Rate,2059 Commonwealthclub
,,2014-09-17,,Omi Gallery,,,,,,,,,,0,Non Member Weekday Rate,2059 Commonwealthclub
,,2014-09-17,,Jingletown Lounge (Mezzanine),,,,,,,,,,0,Non Member Weekday Rate,2059 Commonwealthclub
,50,2014-09-17,,Set Up & Break Down,,,,,,2.5,,,,125,Non Member Weekday Rate,2059 Commonwealthclub
,500,2014-09-17,,Large Party Cleaning Fee,,,,,,Flat Fee,,,,500,Non Member Weekday Rate,2059 Commonwealthclub
,,2014-09-17,,Standard Cleaning Fee,,,,,,,,,,0,Non Member Weekday Rate,2059 Commonwealthclub
,30,2014-09-17,,A/V Technician,,,,,,2,,,,60,Non Member Weekday Rate,2059 Commonwealthclub
,,2014-09-17,,Coffee Service,,,,,,,,,,0,Non Member Weekday Rate,2059 Commonwealthclub
,,2014-09-17,,Security,,,,,,,,,,0,Non Member Weekday Rate,2059 Commonwealthclub
,,2014-09-17,,Total,,,,,,,,,,2400,Non Member Weekday Rate,2059 Commonwealthclub
,,,2014-11-22,On Broadway,,,,,,,,,,0,Non Member Weekend Rate,2175 ACOE_meeting
,,,2014-11-22,Atrium,,,,,,,,,,0,Non Member Weekend Rate,2175 ACOE_meeting
,,,2014-11-22,Jingletown Lounge,,,,,,,,,,0,Non Member Weekend Rate,2175 ACOE_meeting
,,,2014-11-22,OMI Gallery,,,,,,,,,,0,Non Member Weekend Rate,2175 ACOE_meeting
,,,2014-11-22,Meridian Room,,,,,,,,,,0,Non Member Weekend Rate,2175 ACOE_meeting
,115,,2014-11-22,Uptown,,,,,,3,,,345,345,Non Member Weekend Rate,2175 ACOE_meeting
,,,2014-11-22,Downtown,,,,,,,,,,0,Non Member Weekend Rate,2175 ACOE_meeting
,,,2014-11-22,East Oakland,,,,,,,,,,0,Non Member Weekend Rate,2175 ACOE_meeting
,,,2014-11-22,West Oakland,,,,,,,,,,0,Non Member Weekend Rate,2175 ACOE_meeting
,40,,2014-11-22,Weekend Staffing,,,,,,4,,,160,160,Non Member Weekend Rate,2175 ACOE_meeting
,150,,2014-11-22,Janitorial Fee,,,,,,Flat Fee,,,150,150,Non Member Weekend Rate,2175 ACOE_meeting
,,,2014-11-22,,,,,,,,,,,0,Non Member Weekend Rate,2175 ACOE_meeting
,,,2014-11-22,Total,,,,,,,,,,655,Non Member Weekend Rate,2175 ACOE_meeting
,50,2014-10-02,,Pre-Event,,,,,,4,,,200,200,,2099 World Trust_PrePostevent
,50,2014-10-02,,Post-Event ,,,,,,2,,,100,100,,2099 World Trust_PrePostevent
,,2014-10-02,,Total,,,,,,,,,,300,,2099 World Trust_PrePostevent
,300,,2014-09-05,Furniture Rental,,,,,,,,,,,,2127 Planetary Advocates
,316.25,,2014-09-05,Security,,,,,,,,,,,,2127 Planetary Advocates
,50,,2014-09-05,A/V Equipment,,,,,,,,,,,,2127 Planetary Advocates
,666.25,,2014-09-05,Total,,,,,,,,,,,,2127 Planetary Advocates
,100,2014-09-24,,On Broadway,,,,,,2.5,,,,250,Non Member Weekday Rate - Founder Discount,2131 Black Elected Officials
,50,2014-09-24,,Standard Janitorial Fee,,,,,,Flat Fee,,,,50,Non Member Weekday Rate - Founder Discount,2131 Black Elected Officials
,,2014-09-24,,A/V Technician,,,,,,,,,,0,Non Member Weekday Rate - Founder Discount,2131 Black Elected Officials
,,2014-09-24,,Coffee Service ,,,,,,,,,,,Non Member Weekday Rate - Founder Discount,2131 Black Elected Officials
,,2014-09-24,,Total,,,,,,,,,,300,Non Member Weekday Rate - Founder Discount,2131 Black Elected Officials
,,,2014-09-20,On Broadway,,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,Atrium,,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,Jingletown Lounge,,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,OMI Gallery,,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,Meridian Room,,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,Uptown,,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,25,,2014-09-20,Downtown,,,,,,6,,,150,150,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,East Oakland,,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,West Oakland,,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,Early Set Up Fee,,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,Set Up & Break Down,,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,A/V Technician,,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,Coffee Service ($10/thermos),,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,,,,,,,,,,,0,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-20,Total,,,,,,,,,150,150,Full Time Member Weekend Rate,2126 Amigos_Ambassador
,,,2014-09-24,On Broadway,,,,,,,,,0,0,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,,,2014-09-24,Atrium,,,,,,,,,0,0,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,,,2014-09-24,Jingletown Lounge,,,,,,,,,0,0,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,115,,2014-09-24,OMI Gallery,,,,,,1.5,,,172.5,172.5,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,,,2014-09-24,Meridian Room,,,,,,,,,0,0,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,,,2014-09-24,Uptown,,,,,,,,,0,0,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,,,2014-09-24,Downtown,,,,,,,,,0,0,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,,,2014-09-24,East Oakland,,,,,,,,,0,0,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,,,2014-09-24,West Oakland,,,,,,,,,0,0,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,30,,2014-09-24,Set Up & Break Down,,,,,,1,,,30,30,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,,,2014-09-24,A/V Technician,,,,,,,,,0,0,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,,,2014-09-24,Coffee Service ($10/thermos),,,,,,,,,0,0,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,,,2014-09-24,,,,,,,,,,,0,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,,,2014-09-24,Total,,,,,,,,,202.5,202.5,Non Member Weekday Rate,2138 Linda Curtis_Rev1
,,,2015-04-24,On Broadway,,,,,,,,,,0,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,225,,2015-04-24,Atrium,1,,,,,,2.5,,562.5,0,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,,,2015-04-24,Jingletown Lounge,,,,,,,,,,0,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,60,,2015-04-24,OMI Gallery,,,,,,,5,,300,300,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,,,2015-04-24,Meridian Room,,,,,,,,,,0,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,,,2015-04-24,Uptown,,,,,,,,,,0,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,,,2015-04-24,Downtown,,,,,,,,,,0,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,,,2015-04-24,East Oakland,,,,,,,,,,0,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,,,2015-04-24,West Oakland,,,,,,,,,,0,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,80,,2015-04-24,Set Up & Break Down,,,,,,,4,,320,320,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,45,,2015-04-24,IHO Staffing,,,,,,,4,,180,180,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,,,2015-04-24,A/V Technician,,,,,,,,,,0,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,25,,2015-04-24,Coffee & Tea Service ,,,,,,,3,,75,75,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,,,2015-04-24,Security,,,,,,,,,,0,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,,,2015-04-24,,,,,,,,,,,0,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,,,2015-04-24,Total,,,,,,,,,1437.5,875,None Member Weekend Rate - Founder Discount,415011 Ten Directions
,255,,2014-02-20,Broadway,0.25,,,,,,4.5,,1147.5,860.625,Part-time Member Weekend Rate -- Multi Day Discount, 215003 Forward Together
,100,,2014-02-20,Set Up & Break Down,,,,,,,1.5,,150,150,Part-time Member Weekend Rate -- Multi Day Discount, 215003 Forward Together
,35,,2014-02-20,Site Manager/Staffing,,,,,,,6,,210,210,Part-time Member Weekend Rate -- Multi Day Discount, 215003 Forward Together
,250,,2014-02-20,Standard Janitorial Fee,,,,,,,Flat Fee,,250,250,Part-time Member Weekend Rate -- Multi Day Discount, 215003 Forward Together
,40,,2014-02-20,A/V Sound Tech (Evening performance),,,,,,,1.5,,60,60,Part-time Member Weekend Rate -- Multi Day Discount, 215003 Forward Together
,,,2014-02-20,SUBTOTAL,,,,,,,,,1817.5,1530.625,Part-time Member Weekend Rate -- Multi Day Discount, 215003 Forward Together
,315,,2015-08-15,On Broadway,0.35,,,,,,8,,2520,1638,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,225,,2015-08-15,Atrium,0.35,,,,,,8,,1800,1170,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,,,2015-08-15,Jingletown Lounge,,,,,,,,,,0,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,,,2015-08-15,OMI Gallery,,,,,,,,,,0,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,,,2015-08-15,Meridian Room,,,,,,,,,,0,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,,,2015-08-15,Uptown,,,,,,,,,,0,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,,,2015-08-15,Downtown,,,,,,,,,,0,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,,,2015-08-15,East Oakland,,,,,,,,,,0,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,,,2015-08-15,West Oakland,,,,,,,,,,0,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,75,,2015-08-15,Set Up & Reset,,,,,,,4,,300,300,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,35,,2015-08-15,IHO Staffing,,,,,,,8,,280,280,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,500,,2015-08-15,Standard Janitorial/Waste Removal Fee,,,,,,,Flat Fee,,500,500,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,40,,2015-08-15,A/V Technician,,,,,,,6,,240,240,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,,,2015-08-15,Coffee Service ,,,,,,,,,,0,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,,,2015-08-15,Security,,,,,,,,,,0,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,,,2015-08-15,,,,,,,,,,,0,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,,,2015-08-15,Total,,,,,,,,,5640,4128,Non Member Weekend Rate - Full Day Discount,415002-2 Tech808
,255,,2015-08-14,On Broadway,1,,,,,,4,,1020,0,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,Atrium,,,,,,,,,,0,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,Jingletown Lounge,,,,,,,,,,0,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,OMI Gallery,,,,,,,,,,0,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,Meridian Room,,,,,,,,,,0,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,Uptown,,,,,,,,,,0,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,Downtown,,,,,,,,,,0,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,East Oakland,,,,,,,,,,0,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,West Oakland,,,,,,,,,,0,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,75,,2015-08-14,Set Up & Reset,1,,,,,,2.5,,187.5,0,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,50,,2015-08-14,IHO Staffing,,,,,,,6.5,,325,325,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,250,,2015-08-14,Standard Janitorial/Waste Removal Fee,,,,,,,Flat Fee,,250,250,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,Additional Services As Needed,,,,,,,,,,,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,40,,2015-08-14,Speciality A/V Sound Technician,,,,,,,6,,240,240,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,Coffee Service,,,,,,,,,,0,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,Compostable Dishware & Silverware,,,,,,,,,,,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,Security (Outsourced upon request),,,,,,,,,,,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,,,2015-08-14,Total,,,,,,,,,2022.5,815,Part Time Member Weekend Rate - Partnership Discount,715003-2 National Poetry Slam
,40,,2015-01-15,Sound Tech,,,,,,,4.25,,170,170,,2194-2 AAMA_Report Out_AV
,,,2015-01-15,,,,,,,,,,,0,,2194-2 AAMA_Report Out_AV
,,,2015-01-15,Total,,,,,,,,,170,170,,2194-2 AAMA_Report Out_AV
,50,,2015-06-19,Cancellation Fee,,,,,,,1,,50,50,Full Time Member Rate -- Partnership Discount,615004 BGC Hackathon
,75,,2015-06-19,Set Up & Reset,,,,,,,2,,150,150,Full Time Member Rate -- Partnership Discount,615004 BGC Hackathon
,40,,2015-06-19,IHO Staffing,,,,,,,2,,80,80,Full Time Member Rate -- Partnership Discount,615004 BGC Hackathon
,,,2015-06-19,SUBTOTAL,,,,,,,,,200,280,Full Time Member Rate -- Partnership Discount,615004 BGC Hackathon
,315,,2015-04-24,On Broadway,,,,,,,3,,945,945,Non Member Weekend Rate,215015-2 Oakland Institute 
,,,2015-04-24,Atrium,,,,,,,,,0,0,Non Member Weekend Rate,215015-2 Oakland Institute 
,,,2015-04-24,Jingletown Lounge,,,,,,,,,0,0,Non Member Weekend Rate,215015-2 Oakland Institute 
,,,2015-04-24,OMI Gallery,,,,,,,,,0,0,Non Member Weekend Rate,215015-2 Oakland Institute 
,,,2015-04-24,Meridian Room,,,,,,,,,0,0,Non Member Weekend Rate,215015-2 Oakland Institute 
,,,2015-04-24,Uptown,,,,,,,,,0,0,Non Member Weekend Rate,215015-2 Oakland Institute 
,,,2015-04-24,Downtown,,,,,,,,,0,0,Non Member Weekend Rate,215015-2 Oakland Institute 
,55,,2015-04-24,East Oakland,,,,,,,5.5,,302.5,302.5,Non Member Weekend Rate,215015-2 Oakland Institute 
,,,2015-04-24,West Oakland,,,,,,,,,0,0,Non Member Weekend Rate,215015-2 Oakland Institute 
,100,,2015-04-24,Set Up & Break Down,,,,,,,2.5,,250,250,Non Member Weekend Rate,215015-2 Oakland Institute 
,40,,2015-04-24,IHO Staffing,,,,,,,5.5,,220,220,Non Member Weekend Rate,215015-2 Oakland Institute 
,250,,2015-04-24,Standard Janitorial Fee,,,,,,,Flat Fee,,250,250,Non Member Weekend Rate,215015-2 Oakland Institute 
,100,,2015-04-24,Waste Removal Fee ,,,,,,,Flat Fee,,100,100,Non Member Weekend Rate,215015-2 Oakland Institute 
,40,,2015-04-24,A/V Technician,,,,,,,5,,200,200,Non Member Weekend Rate,215015-2 Oakland Institute 
,,,2015-04-24,Coffee Service ,,,,,,,,,0,0,Non Member Weekend Rate,215015-2 Oakland Institute 
,,,2015-04-24,Security,,,,,,,,,0,0,Non Member Weekend Rate,215015-2 Oakland Institute 
,,,2015-04-24,,,,,,,,,,,0,Non Member Weekend Rate,215015-2 Oakland Institute 
,,,2015-04-24,Total,,,,,,,,,2267.5,2267.5,Non Member Weekend Rate,215015-2 Oakland Institute 
,150,,2015-08-11,On Broadway,,,,,,,2,,300,300,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,Atrium,,,,,,,,,,0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,Jingletown Lounge,,,,,,,,,,0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,OMI Gallery,,,,,,,,,,0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,Meridian Room,,,,,,,,,,0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,Uptown,,,,,,,,,,0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,Downtown,,,,,,,,,,0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,East Oakland,,,,,,,,,,0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,West Oakland,,,,,,,,,,0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,50,,2015-08-11,Set Up & Reset,,,,,,,2,,100,100,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,35,,2015-08-11,IHO Staffing,,,,,,,4,,140,140,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,150,,2015-08-11,Standard Janitorial Fee,,,,,,,Flat Fee,,150,150,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,Additional Services As Needed,,,,,,,,,,,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,Speciality A/V Sound Technician,,,,,,,,,,0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,Coffee Service,,,,,,,,,,0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,Compostable Dishware & Silverware,,,,,,,,,,,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,Security (Outsourced upon request),,,,,,,,,,,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,,,2015-08-11,Total,,,,,,,,,690,690,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium,715008 Ada Initiative
,295,,2015-05-21,On Broadway,,,,,,,2.5,,737.5,737.5,Non Member Weekday Rate,415018-2 Worksafe 
,,,2015-05-21,Atrium,,,,,,,,,,0,Non Member Weekday Rate,415018-2 Worksafe 
,,,2015-05-21,Jingletown Lounge,,,,,,,,,,0,Non Member Weekday Rate,415018-2 Worksafe 
,,,2015-05-21,OMI Gallery,,,,,,,,,,0,Non Member Weekday Rate,415018-2 Worksafe 
,,,2015-05-21,Meridian Room,,,,,,,,,,0,Non Member Weekday Rate,415018-2 Worksafe 
,,,2015-05-21,Uptown,,,,,,,,,,0,Non Member Weekday Rate,415018-2 Worksafe 
,,,2015-05-21,Downtown,,,,,,,,,,0,Non Member Weekday Rate,415018-2 Worksafe 
,,,2015-05-21,East Oakland,,,,,,,,,,0,Non Member Weekday Rate,415018-2 Worksafe 
,,,2015-05-21,West Oakland,,,,,,,,,,0,Non Member Weekday Rate,415018-2 Worksafe 
,50,,2015-05-21,Set Up & Reset,,,,,,,2,,100,100,Non Member Weekday Rate,415018-2 Worksafe 
,40,,2015-05-21,IHO Staffing,,,,,,,4.5,,180,180,Non Member Weekday Rate,415018-2 Worksafe 
,300,,2015-05-21,Standard Janitorial Fee,,,,,,,Flat Fee,,300,300,Non Member Weekday Rate,415018-2 Worksafe 
,40,,2015-05-21,A/V Technician,,,,,,,4,,160,160,Non Member Weekday Rate,415018-2 Worksafe 
,,,2015-05-21,Coffee Service ,,,,,,,,,,0,Non Member Weekday Rate,415018-2 Worksafe 
,,,2015-05-21,Security,,,,,,,,,,0,Non Member Weekday Rate,415018-2 Worksafe 
,,,2015-05-21,,,,,,,,,,,0,Non Member Weekday Rate,415018-2 Worksafe 
,,,2015-05-21,Total,,,,,,,,,1477.5,1477.5,Non Member Weekday Rate,415018-2 Worksafe 
,275,2014-07-16,,On Broadway,,,,,,3,,,,825,,2087 Summer Wine Event
,130,2014-07-16,,Atrium,,,,,,3,,,,390,,2087 Summer Wine Event
,comped,2014-07-16,,Omi Gallery,,,,,,,,,,comped,,2087 Summer Wine Event
,comped,2014-07-16,,Jingle Town Lounge Mezzanine,,,,,,,,,,comped,,2087 Summer Wine Event
,,2014-07-16,,A/V Technician,,,,,,,,,,0,,2087 Summer Wine Event
,500,2014-07-16,,Large Party Cleaning Fee,,,,,,Flat Fee,,,,500,,2087 Summer Wine Event
,15,2014-07-16,,Set Up & Break Down,,,,,,4.5,,,,67.5,,2087 Summer Wine Event
,,2014-07-16,,Total,,,,,,,,,,1782.5,,2087 Summer Wine Event
,,,2014-09-09,On Broadway,,,,,,,,,0,0,Full Time Member Weekday Rate,2116 movement strategy center
,,,2014-09-09,Atrium,,,,,,,,,0,0,Full Time Member Weekday Rate,2116 movement strategy center
,,,2014-09-09,Jingletown Lounge,,,,,,,,,0,0,Full Time Member Weekday Rate,2116 movement strategy center
,,,2014-09-09,OMI Gallery,,,,,,,,,0,0,Full Time Member Weekday Rate,2116 movement strategy center
,,,2014-09-09,The Courtyard,,,,,,,,,0,0,Full Time Member Weekday Rate,2116 movement strategy center
